Institute code,College,Branch code,Branch name,Allocation type,Category,Merit number,Percentile
1002,"Government College of Engineering, Amravati",100237210,Electronics and Telecommunication Engg,STATE,GOPENS,13135,94.8416105
1002,"Government College of Engineering, Amravati",100237210,Electronics and Telecommunication Engg,STATE,GSCS,27738,88.6736154
1002,"Government College of Engineering, Amravati",100237210,Electronics and Telecommunication Engg,STATE,GSTS,87083,58.1195238
1002,"Government College of Engineering, Amravati",100237210,Electronics and Telecommunication Engg,STATE,LOPENS,8514,96.6904656
1002,"Government College of Engineering, Amravati",100237210,Electronics and Telecommunication Engg,STATE,LSCS,34655,85.6187666
1002,"Government College of Engineering, Amravati",100237210,Electronics and Telecommunication Engg,STATE,TFWS,18211,92.6748971
1002,"Government College of Engineering, Amravati",100246610,Instrumentation Engineering,STATE,GOPENS,44818,81.0352521
1002,"Government College of Engineering, Amravati",100246610,Instrumentation Engineering,STATE,GSCS,80268,62.3996115
1002,"Government College of Engineering, Amravati",100246610,Instrumentation Engineering,STATE,GNT2S,108041,42.5530244
1002,"Government College of Engineering, Amravati",100246610,Instrumentation Engineering,STATE,GOBCS,47316,79.8081214
1002,"Government College of Engineering, Amravati",100246610,Instrumentation Engineering,STATE,LOPENS,39830,83.3890161
1002,"Government College of Engineering, Amravati",100246610,Instrumentation Engineering,STATE,LNT1S,75730,65.107535
1002,"Government College of Engineering, Amravati",100246610,Instrumentation Engineering,STATE,TFWS,73462,66.4309764
1002,"Government College of Engineering, Amravati",100261210,Mechanical Engineering,STATE,GOPENS,28185,88.4658665
1002,"Government College of Engineering, Amravati",100261210,Mechanical Engineering,STATE,GSCS,35874,85.1782223
1002,"Government College of Engineering, Amravati",100261210,Mechanical Engineering,STATE,GSTS,55053,76.2843676
1002,"Government College of Engineering, Amravati",100261210,Mechanical Engineering,STATE,LOPENS,40144,83.348395
1002,"Government College of Engineering, Amravati",100261210,Mechanical Engineering,STATE,DEFOPENS,44372,81.2344165
1002,"Government College of Engineering, Amravati",100261210,Mechanical Engineering,STATE,TFWS,36389,84.9532361
1002,"Government College of Engineering, Amravati",100261210,Mechanical Engineering,STATE,ORPHAN,37389,84.4494892
1002,"Government College of Engineering, Amravati",100261210,Mechanical Engineering,STATE,EWS,39568,83.4053417
1005,"Sant Gadge Baba Amravati University,Amravati",100550310,Food Technology,HU‑HU,GOPENH,88784,56.7366842
1005,"Sant Gadge Baba Amravati University,Amravati",100550310,Food Technology,HU‑HU,GSTH,121366,29.4111028
1005,"Sant Gadge Baba Amravati University,Amravati",100550310,Food Technology,HU‑HU,GVJH,40550,83.2373857
1005,"Sant Gadge Baba Amravati University,Amravati",100550310,Food Technology,HU‑HU,GOBCH,88083,56.982253
1005,"Sant Gadge Baba Amravati University,Amravati",100550310,Food Technology,HU‑HU,LOPENH,133050,15.931529
1005,"Sant Gadge Baba Amravati University,Amravati",100550310,Food Technology,HU‑HU,PWDOPENH,124705,26.0127532
1005,"Sant Gadge Baba Amravati University,Amravati",100550310,Food Technology,OHU‑OHU,GOPENO,105571,44.0513989
1005,"Sant Gadge Baba Amravati University,Amravati",100550310,Food Technology,STATE,DEFOPENS,104422,45.6445719
1005,"Sant Gadge Baba Amravati University,Amravati",100551710,Oil and Paints Technology,HU‑HU,PWDOPENH,103631,45.9664342
1005,"Sant Gadge Baba Amravati University,Amravati",100551710,Oil and Paints Technology,HU‑HU,LSTH,97678,50.2663166
1005,"Sant Gadge Baba Amravati University,Amravati",100551710,Oil and Paints Technology,OHU‑OHU,GOBCO,90400,55.7163295
1005,"Sant Gadge Baba Amravati University,Amravati",100551710,Oil and Paints Technology,STATE,DEFOPENS,76645,64.4512569
1005,"Sant Gadge Baba Amravati University,Amravati",100552710,Petro Chemical Engineering,HU‑HU,GOPENH,137595,9.4916141
1005,"Sant Gadge Baba Amravati University,Amravati",100552710,Petro Chemical Engineering,HU‑HU,LOPENH,110636,39.9066862
1005,"Sant Gadge Baba Amravati University,Amravati",100552710,Petro Chemical Engineering,HU‑HU,PWDOPENH,123856,26.9098391
1005,"Sant Gadge Baba Amravati University,Amravati",100552710,Petro Chemical Engineering,STATE,DEFOPENS,119925,30.9520229
1012,"Government College of Engineering,Yavatmal",101219110,Civil Engineering,HU‑HU,GOPENH,88886,56.7366842
1012,"Government College of Engineering,Yavatmal",101219110,Civil Engineering,HU‑HU,GSCH,92238,54.6296296
1012,"Government College of Engineering,Yavatmal",101219110,Civil Engineering,HU‑HU,GSTH,94031,52.7523799
1012,"Government College of Engineering,Yavatmal",101219110,Civil Engineering,HU‑HU,GNT3H,78603,63.6508999
1012,"Government College of Engineering,Yavatmal",101219110,Civil Engineering,HU‑HU,GOBCH,91062,55.2985075
1012,"Government College of Engineering,Yavatmal",101219110,Civil Engineering,HU‑HU,LOPENH,101287,47.387098
1012,"Government College of Engineering,Yavatmal",101219110,Civil Engineering,HU‑HU,PWDOPENH,99715,49.2213366
1012,"Government College of Engineering,Yavatmal",101219110,Civil Engineering,OHU‑OHU,GOPENO,77325,64.0952985
1012,"Government College of Engineering,Yavatmal",101219110,Civil Engineering,OHU‑OHU,GSCO,105883,43.6615489
1012,"Government College of Engineering,Yavatmal",101219110,Civil Engineering,OHU‑OHU,GNT2O,120237,30.5964599
1012,"Government College of Engineering,Yavatmal",101219110,Civil Engineering,OHU‑OHU,GOBCO,108469,42.4233825
1012,"Government College of Engineering,Yavatmal",101219110,Civil Engineering,OHU‑OHU,LOPENO,53834,76.839044
1012,"Government College of Engineering,Yavatmal",101219110,Civil Engineering,OHU‑OHU,LSTO,123232,27.3241113
1012,"Government College of Engineering,Yavatmal",101219110,Civil Engineering,OHU‑OHU,LOBCO,98770,49.5548073
1012,"Government College of Engineering,Yavatmal",101219110,Civil Engineering,STATE,DEFOPENS,64080,71.6354089
1012,"Government College of Engineering,Yavatmal",101219110,Civil Engineering,STATE,TFWS,60975,73.2701208
1012,"Government College of Engineering,Yavatmal",101219110,Civil Engineering,STATE,ORPHAN,93184,53.6496624
1012,"Government College of Engineering,Yavatmal",101219110,Civil Engineering,STATE,EWS,102047,46.8567142
1012,"Government College of Engineering,Yavatmal",101224510,Computer Engineering,HU‑HU,GOPENH,26235,89.3527871
1012,"Government College of Engineering,Yavatmal",101224510,Computer Engineering,HU‑HU,GOBCH,27937,88.6173431
1012,"Government College of Engineering,Yavatmal",101224510,Computer Engineering,HU‑HU,LOPENH,25903,89.4065093
1012,"Government College of Engineering,Yavatmal",101224510,Computer Engineering,OHU‑OHU,GOPENO,31061,87.2266503
1012,"Government College of Engineering,Yavatmal",101224510,Computer Engineering,OHU‑OHU,GOBCO,31288,87.0718315
1012,"Government College of Engineering,Yavatmal",101224510,Computer Engineering,OHU‑OHU,LOPENO,20144,91.804929
1012,"Government College of Engineering,Yavatmal",101224510,Computer Engineering,OHU‑OHU,LSCO,50916,78.3308876
1012,"Government College of Engineering,Yavatmal",101224510,Computer Engineering,OHU‑OHU,LNT2O,39771,83.3890161
1012,"Government College of Engineering,Yavatmal",101224510,Computer Engineering,OHU‑OHU,LOBCO,30196,87.6216398
1012,"Government College of Engineering,Yavatmal",101224510,Computer Engineering,STATE,DEFOPENS,43643,81.5104589
1012,"Government College of Engineering,Yavatmal",101224510,Computer Engineering,STATE,ORPHAN,29378,88.0695638
1012,"Government College of Engineering,Yavatmal",101224510,Computer Engineering,STATE,EWS,31428,87.0556299
1012,"Government College of Engineering,Yavatmal",101229310,Electrical Engineering,HU‑HU,GOPENH,60840,73.2701208
1012,"Government College of Engineering,Yavatmal",101229310,Electrical Engineering,HU‑HU,GSCH,84113,59.9156802
1012,"Government College of Engineering,Yavatmal",101229310,Electrical Engineering,HU‑HU,GVJH,80619,61.6881259
1012,"Government College of Engineering,Yavatmal",101229310,Electrical Engineering,HU‑HU,GOBCH,82073,61.2935921
1012,"Government College of Engineering,Yavatmal",101229310,Electrical Engineering,HU‑HU,LOPENH,65328,71.1698646
1012,"Government College of Engineering,Yavatmal",101229310,Electrical Engineering,HU‑HU,LOBCH,77147,64.2666767
1012,"Government College of Engineering,Yavatmal",101229310,Electrical Engineering,HU‑HU,PWDOPENH,73617,66.4309764
1012,"Government College of Engineering,Yavatmal",101229310,Electrical Engineering,OHU‑OHU,GOPENO,68470,69.3042857
1012,"Government College of Engineering,Yavatmal",101229310,Electrical Engineering,OHU‑OHU,GSCO,75620,65.107535
1012,"Government College of Engineering,Yavatmal",101229310,Electrical Engineering,OHU‑OHU,GOBCO,71404,67.5703113
1012,"Government College of Engineering,Yavatmal",101229310,Electrical Engineering,OHU‑OHU,LSCO,72626,66.9527897
1012,"Government College of Engineering,Yavatmal",101229310,Electrical Engineering,OHU‑OHU,LNT3O,85978,58.7124464
1012,"Government College of Engineering,Yavatmal",101229310,Electrical Engineering,STATE,DEFOPENS,97980,49.6513702
1012,"Government College of Engineering,Yavatmal",101229310,Electrical Engineering,STATE,ORPHAN,66700,70.2813361
1012,"Government College of Engineering,Yavatmal",101229310,Electrical Engineering,STATE,EWS,73069,66.6716379
1012,"Government College of Engineering,Yavatmal",101237210,Electronics and Telecommunication Engg,HU‑HU,GOPENH,53521,76.8406961
1012,"Government College of Engineering,Yavatmal",101237210,Electronics and Telecommunication Engg,HU‑HU,GSCH,54106,76.7693871
1012,"Government College of Engineering,Yavatmal",101237210,Electronics and Telecommunication Engg,HU‑HU,GOBCH,59412,74.0797795
1012,"Government College of Engineering,Yavatmal",101237210,Electronics and Telecommunication Engg,HU‑HU,LOPENH,48581,79.520817
1012,"Government College of Engineering,Yavatmal",101237210,Electronics and Telecommunication Engg,HU‑HU,GSTH,90371,55.7163295
1012,"Government College of Engineering,Yavatmal",101237210,Electronics and Telecommunication Engg,OHU‑OHU,GOPENO,42593,82.2034564
1012,"Government College of Engineering,Yavatmal",101237210,Electronics and Telecommunication Engg,OHU‑OHU,GSCO,52392,77.7994669
1012,"Government College of Engineering,Yavatmal",101237210,Electronics and Telecommunication Engg,OHU‑OHU,GOBCO,52983,77.0079706
1012,"Government College of Engineering,Yavatmal",101237210,Electronics and Telecommunication Engg,OHU‑OHU,LOPENO,39645,83.4053417
1012,"Government College of Engineering,Yavatmal",101237210,Electronics and Telecommunication Engg,OHU‑OHU,LNT1O,79530,62.7344336
1012,"Government College of Engineering,Yavatmal",101237210,Electronics and Telecommunication Engg,OHU‑OHU,LOBCO,42754,82.2034564
1012,"Government College of Engineering,Yavatmal",101237210,Electronics and Telecommunication Engg,STATE,TFWS,42475,82.2266135
1012,"Government College of Engineering,Yavatmal",101237210,Electronics and Telecommunication Engg,STATE,EWS,47741,79.7807688
1012,"Government College of Engineering,Yavatmal",101261210,Mechanical Engineering,HU‑HU,GOPENH,90350,55.7163295
1012,"Government College of Engineering,Yavatmal",101261210,Mechanical Engineering,HU‑HU,GSCH,103032,46.1690466
1012,"Government College of Engineering,Yavatmal",101261210,Mechanical Engineering,HU‑HU,GNT3H,96668,51.0567213
1012,"Government College of Engineering,Yavatmal",101261210,Mechanical Engineering,HU‑HU,GOBCH,102156,46.8567142
1012,"Government College of Engineering,Yavatmal",101261210,Mechanical Engineering,HU‑HU,LOPENH,75244,65.3263316
1012,"Government College of Engineering,Yavatmal",101261210,Mechanical Engineering,HU‑HU,LOBCH,96332,51.4762755
1012,"Government College of Engineering,Yavatmal",101261210,Mechanical Engineering,HU‑HU,LNT1H,137370,9.7383065
1012,"Government College of Engineering,Yavatmal",101261210,Mechanical Engineering,OHU‑OHU,GOPENO,76291,64.4805659
1012,"Government College of Engineering,Yavatmal",101261210,Mechanical Engineering,OHU‑OHU,GSCO,114392,36.3578395
1012,"Government College of Engineering,Yavatmal",101261210,Mechanical Engineering,OHU‑OHU,GOBCO,98757,49.5548073
1012,"Government College of Engineering,Yavatmal",101261210,Mechanical Engineering,OHU‑OHU,LOPENO,100650,48.0589023
1012,"Government College of Engineering,Yavatmal",101261210,Mechanical Engineering,OHU‑OHU,LOBCO,117771,33.2472877
1012,"Government College of Engineering,Yavatmal",101261210,Mechanical Engineering,STATE,DEFOPENS,124914,25.5459544
1012,"Government College of Engineering,Yavatmal",101261210,Mechanical Engineering,STATE,ORPHAN,95086,52.5521047
1012,"Government College of Engineering,Yavatmal",101261210,Mechanical Engineering,STATE,EWS,104299,45.8483896
1101,"Shri Sant Gajanan Maharaj College of Engineering,Shegaon",110124210,Computer Science and Engineering,HU‑HU,GOPENH,17965,92.8372688
1101,"Shri Sant Gajanan Maharaj College of Engineering,Shegaon",110124210,Computer Science and Engineering,HU‑HU,LOPENH,15532,93.8260094
1101,"Shri Sant Gajanan Maharaj College of Engineering,Shegaon",110124210,Computer Science and Engineering,OHU‑OHU,GOPENO,15636,93.8067312
1101,"Shri Sant Gajanan Maharaj College of Engineering,Shegaon",110124610,Information Technology,HU‑HU,GOPENH,20306,91.765679
1101,"Shri Sant Gajanan Maharaj College of Engineering,Shegaon",110124610,Information Technology,HU‑HU,LOPENH,21252,91.3483231
1101,"Shri Sant Gajanan Maharaj College of Engineering,Shegaon",110124610,Information Technology,OHU‑OHU,GOBCO,17148,93.1305459
1101,"Shri Sant Gajanan Maharaj College of Engineering,Shegaon",110135610,Electrical Engg[Electronics and Power],OHU‑OHU,GOBCO,64294,71.4000828
1101,"Shri Sant Gajanan Maharaj College of Engineering,Shegaon",110135610,Electrical Engg[Electronics and Power],STATE,DEFOPENS,37425,84.4304792
1101,"Shri Sant Gajanan Maharaj College of Engineering,Shegaon",110137210,Electronics and Telecommunication Engg,HU‑HU,GOPENH,29449,88.0318823
1101,"Shri Sant Gajanan Maharaj College of Engineering,Shegaon",110137210,Electronics and Telecommunication Engg,HU‑HU,LSCH,39260,83.4300164
1101,"Shri Sant Gajanan Maharaj College of Engineering,Shegaon",110137210,Electronics and Telecommunication Engg,HU‑HU,PWDOPENH,30498,87.4817577
1101,"Shri Sant Gajanan Maharaj College of Engineering,Shegaon",110137210,Electronics and Telecommunication Engg,OHU‑OHU,LOPENO,44394,81.2344165
1101,"Shri Sant Gajanan Maharaj College of Engineering,Shegaon",110137210,Electronics and Telecommunication Engg,OHU‑OHU,LSCO,72119,67.1534217
1101,"Shri Sant Gajanan Maharaj College of Engineering,Shegaon",110137210,Electronics and Telecommunication Engg,OHU‑OHU,LOBCO,44588,81.1192722
1101,"Shri Sant Gajanan Maharaj College of Engineering,Shegaon",110137210,Electronics and Telecommunication Engg,STATE,EWS,43207,81.855593
1101,"Shri Sant Gajanan Maharaj College of Engineering,Shegaon",110161210,Mechanical Engineering,HU‑HU,GOPENH,52087,77.9969992
1101,"Shri Sant Gajanan Maharaj College of Engineering,Shegaon",110161210,Mechanical Engineering,HU‑HU,GOBCH,52958,77.0079706
1101,"Shri Sant Gajanan Maharaj College of Engineering,Shegaon",110161210,Mechanical Engineering,OHU‑OHU,LOBCO,91054,55.2985075
1101,"Shri Sant Gajanan Maharaj College of Engineering,Shegaon",110161210,Mechanical Engineering,OHU‑HU,LSTO,141799,2.9154061
1101,"Shri Sant Gajanan Maharaj College of Engineering,Shegaon",110161210,Mechanical Engineering,STATE,TFWS,39633,83.4053417
1101,"Shri Sant Gajanan Maharaj College of Engineering,Shegaon",110161210,Mechanical Engineering,STATE,EWS,94565,52.7422372
1105,"Prof. Ram Meghe Institute of Technology & Research, Amravati",110519110,Civil Engineering,STATE,GOPENS,65116,71.2687819
1105,"Prof. Ram Meghe Institute of Technology & Research, Amravati",110519110,Civil Engineering,STATE,GSCS,73699,66.4309764
1105,"Prof. Ram Meghe Institute of Technology & Research, Amravati",110519110,Civil Engineering,STATE,GSTS,79250,62.7898492
1105,"Prof. Ram Meghe Institute of Technology & Research, Amravati",110519110,Civil Engineering,STATE,GNT3S,73457,66.4309764
1105,"Prof. Ram Meghe Institute of Technology & Research, Amravati",110519110,Civil Engineering,STATE,GOBCS,90720,55.4490884
1105,"Prof. Ram Meghe Institute of Technology & Research, Amravati",110519110,Civil Engineering,STATE,LOPENS,78991,63.3857031
1105,"Prof. Ram Meghe Institute of Technology & Research, Amravati",110519110,Civil Engineering,STATE,LNT2S,121257,29.4111028
1105,"Prof. Ram Meghe Institute of Technology & Research, Amravati",110519110,Civil Engineering,STATE,LOBCS,87660,57.7272051
1105,"Prof. Ram Meghe Institute of Technology & Research, Amravati",110519110,Civil Engineering,STATE,PWDOPENS,67159,69.6924231
1105,"Prof. Ram Meghe Institute of Technology & Research, Amravati",110519110,Civil Engineering,STATE,DEFOPENS,86830,58.1382561
1105,"Prof. Ram Meghe Institute of Technology & Research, Amravati",110519110,Civil Engineering,STATE,EWS,86935,58.1195238
1105,"Prof. Ram Meghe Institute of Technology & Research, Amravati",110524210,Computer Science and Engineering,STATE,GOPENS,21959,91.1342735
1105,"Prof. Ram Meghe Institute of Technology & Research, Amravati",110524210,Computer Science and Engineering,STATE,GNT3S,34600,85.6187666
1105,"Prof. Ram Meghe Institute of Technology & Research, Amravati",110524210,Computer Science and Engineering,STATE,GOBCS,22657,90.8072168
1105,"Prof. Ram Meghe Institute of Technology & Research, Amravati",110524210,Computer Science and Engineering,STATE,LOPENS,19053,92.3494201
1105,"Prof. Ram Meghe Institute of Technology & Research, Amravati",110524210,Computer Science and Engineering,STATE,LSCS,28155,88.5133125
1105,"Prof. Ram Meghe Institute of Technology & Research, Amravati",110524210,Computer Science and Engineering,STATE,LSTS,121655,29.3464077
1105,"Prof. Ram Meghe Institute of Technology & Research, Amravati",110524210,Computer Science and Engineering,STATE,LOBCS,27315,88.8028432
1105,"Prof. Ram Meghe Institute of Technology & Research, Amravati",110524210,Computer Science and Engineering,STATE,EWS,18498,92.5560269
1105,"Prof. Ram Meghe Institute of Technology & Research, Amravati",110524610,Information Technology,STATE,GOPENS,28092,88.5133125
1105,"Prof. Ram Meghe Institute of Technology & Research, Amravati",110524610,Information Technology,STATE,LSCS,45492,80.9858625
1105,"Prof. Ram Meghe Institute of Technology & Research, Amravati",110524610,Information Technology,STATE,PWDOPENS,112082,38.992574
1105,"Prof. Ram Meghe Institute of Technology & Research, Amravati",110524610,Information Technology,STATE,DEFRSCS,69269,68.9337823
1105,"Prof. Ram Meghe Institute of Technology & Research, Amravati",110524610,Information Technology,STATE,DEFROBCS,36267,85.1488129
1105,"Prof. Ram Meghe Institute of Technology & Research, Amravati",110524610,Information Technology,STATE,EWS,27329,88.8028432
1105,"Prof. Ram Meghe Institute of Technology & Research, Amravati",110526310,Artificial Intelligence (AI) and Data Science,STATE,GOPENS,29496,88.0318823
1105,"Prof. Ram Meghe Institute of Technology & Research, Amravati",110526310,Artificial Intelligence (AI) and Data Science,STATE,PWDOPENS,34782,85.4752553
1105,"Prof. Ram Meghe Institute of Technology & Research, Amravati",110526510,Industrial IoT,STATE,GOPENS,52565,77.4241933
1105,"Prof. Ram Meghe Institute of Technology & Research, Amravati",110526510,Industrial IoT,STATE,TFWS,45005,81.0174211
1105,"Prof. Ram Meghe Institute of Technology & Research, Amravati",110526510,Industrial IoT,STATE,EWS,86253,58.5474069
1105,"Prof. Ram Meghe Institute of Technology & Research, Amravati",110537210,Electronics and Telecommunication Engg,STATE,GOPENS,50929,78.3308876
1105,"Prof. Ram Meghe Institute of Technology & Research, Amravati",110537210,Electronics and Telecommunication Engg,STATE,GSTS,142185,2.1291696
1105,"Prof. Ram Meghe Institute of Technology & Research, Amravati",110537210,Electronics and Telecommunication Engg,STATE,GNT1S,64602,71.3590844
1105,"Prof. Ram Meghe Institute of Technology & Research, Amravati",110537210,Electronics and Telecommunication Engg,STATE,LOPENS,48184,79.5863208
1105,"Prof. Ram Meghe Institute of Technology & Research, Amravati",110537210,Electronics and Telecommunication Engg,STATE,PWDOPENS,51162,78.1143775
1105,"Prof. Ram Meghe Institute of Technology & Research, Amravati",110537210,Electronics and Telecommunication Engg,STATE,DEFOPENS,50942,78.3308876
1105,"Prof. Ram Meghe Institute of Technology & Research, Amravati",110561210,Mechanical Engineering,STATE,GOPENS,60849,73.2701208
1105,"Prof. Ram Meghe Institute of Technology & Research, Amravati",110561210,Mechanical Engineering,STATE,GOBCS,71474,67.5703113
1105,"Prof. Ram Meghe Institute of Technology & Research, Amravati",110561210,Mechanical Engineering,STATE,LSTS,76735,64.4512569
1105,"Prof. Ram Meghe Institute of Technology & Research, Amravati",110561210,Mechanical Engineering,STATE,LVJS,52177,77.7994669
1105,"Prof. Ram Meghe Institute of Technology & Research, Amravati",110561210,Mechanical Engineering,STATE,LNT3S,131263,18.2192293
1105,"Prof. Ram Meghe Institute of Technology & Research, Amravati",110561210,Mechanical Engineering,STATE,LOBCS,114567,36.3578395
1105,"Prof. Ram Meghe Institute of Technology & Research, Amravati",110561210,Mechanical Engineering,STATE,PWDOPENS,142509,1.5151515
1105,"Prof. Ram Meghe Institute of Technology & Research, Amravati",110561210,Mechanical Engineering,STATE,DEFOPENS,80771,61.6881259
1105,"Prof. Ram Meghe Institute of Technology & Research, Amravati",110561210,Mechanical Engineering,STATE,TFWS,72785,66.8171727
1105,"Prof. Ram Meghe Institute of Technology & Research, Amravati",110561210,Mechanical Engineering,STATE,ORPHAN,69531,68.9337823
1105,"Prof. Ram Meghe Institute of Technology & Research, Amravati",110561210,Mechanical Engineering,STATE,EWS,79348,62.7898492
1107,"P. R. Pote (Patil) Education & Welfare Trust's Group of Institution(Integrated Campus), Amravati",110719110,Civil Engineering,HU‑HU,GOPENH,63170,71.9809302
1107,"P. R. Pote (Patil) Education & Welfare Trust's Group of Institution(Integrated Campus), Amravati",110719110,Civil Engineering,HU‑HU,GSTH,126867,23.5805396
1107,"P. R. Pote (Patil) Education & Welfare Trust's Group of Institution(Integrated Campus), Amravati",110719110,Civil Engineering,HU‑HU,GOBCH,76065,65.0367935
1107,"P. R. Pote (Patil) Education & Welfare Trust's Group of Institution(Integrated Campus), Amravati",110719110,Civil Engineering,STATE,TFWS,65852,70.6180504
1107,"P. R. Pote (Patil) Education & Welfare Trust's Group of Institution(Integrated Campus), Amravati",110719110,Civil Engineering,STATE,EWS,111738,39.0377062
1107,"P. R. Pote (Patil) Education & Welfare Trust's Group of Institution(Integrated Campus), Amravati",110724210,Computer Science and Engineering,HU‑HU,GOPENH,29053,88.0989788
1107,"P. R. Pote (Patil) Education & Welfare Trust's Group of Institution(Integrated Campus), Amravati",110724210,Computer Science and Engineering,HU‑HU,GVJH,63774,71.6671025
1107,"P. R. Pote (Patil) Education & Welfare Trust's Group of Institution(Integrated Campus), Amravati",110724210,Computer Science and Engineering,HU‑HU,GOBCH,31545,86.9739855
1107,"P. R. Pote (Patil) Education & Welfare Trust's Group of Institution(Integrated Campus), Amravati",110724210,Computer Science and Engineering,HU‑HU,LOPENH,31544,86.9739855
1107,"P. R. Pote (Patil) Education & Welfare Trust's Group of Institution(Integrated Campus), Amravati",110724210,Computer Science and Engineering,OHU‑OHU,GOPENO,31426,87.0556299
1107,"P. R. Pote (Patil) Education & Welfare Trust's Group of Institution(Integrated Campus), Amravati",110724210,Computer Science and Engineering,OHU‑OHU,LOPENO,60934,73.2701208
1107,"P. R. Pote (Patil) Education & Welfare Trust's Group of Institution(Integrated Campus), Amravati",110724210,Computer Science and Engineering,OHU‑OHU,LVJO,91801,54.6979992
1107,"P. R. Pote (Patil) Education & Welfare Trust's Group of Institution(Integrated Campus), Amravati",110724210,Computer Science and Engineering,STATE,DEFOPENS,31588,86.9739855
1107,"P. R. Pote (Patil) Education & Welfare Trust's Group of Institution(Integrated Campus), Amravati",110729310,Electrical Engineering,HU‑HU,GOPENH,62158,72.6119403
1107,"P. R. Pote (Patil) Education & Welfare Trust's Group of Institution(Integrated Campus), Amravati",110729310,Electrical Engineering,HU‑HU,GVJH,102627,46.4534231
1107,"P. R. Pote (Patil) Education & Welfare Trust's Group of Institution(Integrated Campus), Amravati",110729310,Electrical Engineering,HU‑HU,GOBCH,63212,71.9809302
1107,"P. R. Pote (Patil) Education & Welfare Trust's Group of Institution(Integrated Campus), Amravati",110729310,Electrical Engineering,HU‑HU,LOPENH,52487,77.4241933
1107,"P. R. Pote (Patil) Education & Welfare Trust's Group of Institution(Integrated Campus), Amravati",110729310,Electrical Engineering,STATE,TFWS,50655,78.3430016
1107,"P. R. Pote (Patil) Education & Welfare Trust's Group of Institution(Integrated Campus), Amravati",110729310,Electrical Engineering,STATE,EWS,110692,39.9066862
1107,"P. R. Pote (Patil) Education & Welfare Trust's Group of Institution(Integrated Campus), Amravati",110737210,Electronics and Telecommunication Engg,HU‑HU,LVJH,127208,23.2280676
1107,"P. R. Pote (Patil) Education & Welfare Trust's Group of Institution(Integrated Campus), Amravati",110737210,Electronics and Telecommunication Engg,OHU‑OHU,GOPENO,76457,64.4805659
1107,"P. R. Pote (Patil) Education & Welfare Trust's Group of Institution(Integrated Campus), Amravati",110737210,Electronics and Telecommunication Engg,OHU‑OHU,GSTO,76463,64.4805659
1107,"P. R. Pote (Patil) Education & Welfare Trust's Group of Institution(Integrated Campus), Amravati",110737210,Electronics and Telecommunication Engg,STATE,DEFOPENS,96047,52.2415622
1107,"P. R. Pote (Patil) Education & Welfare Trust's Group of Institution(Integrated Campus), Amravati",110737210,Electronics and Telecommunication Engg,STATE,EWS,49901,78.5775598
1107,"P. R. Pote (Patil) Education & Welfare Trust's Group of Institution(Integrated Campus), Amravati",110761210,Mechanical Engineering,HU‑HU,GOPENH,68673,69.2172491
1107,"P. R. Pote (Patil) Education & Welfare Trust's Group of Institution(Integrated Campus), Amravati",110761210,Mechanical Engineering,HU‑HU,PWDOPENH,71654,67.3938217
1107,"P. R. Pote (Patil) Education & Welfare Trust's Group of Institution(Integrated Campus), Amravati",110761210,Mechanical Engineering,STATE,EWS,129356,20.9244385
